po_number,code_art,product_name,quantity,measurement_unit,unit_price,comment
10000501,ESTACIONDESOLDADURAGOOTPX501_44E04B9F,ESTACION DE SOLDADURA GOOT PX-501,8,unidades,592.37,
10000502,ASPIRADORAINDUSTRIALKARCHERNT381MECLASSI_99096EC5,ASPIRADORA INDUSTRIAL KARCHER NT 38/1 ME CLASSIC PARA POLVO Y AGUA,8,unidades,755.98,
10000503,ITEMSINNOMBRE_83F2EAFE,ITEM SIN NOMBRE,1,unidades,0.0,
10000504,TELEVISORLG43UT7300PSASMARTTVDE43LED4KUH_9ADDB23F,TELEVISOR LG 43UT7300PSA SMART TV DE 43” LED 4K UHD,156,unidades,1100.85,
10000505,MAQUINABORDADORAJANOMEMC500E_5A6E9618,MAQUINA BORDADORA JANOME MC-500E,8,unidades,3643.22,
10000505,CONGELADORVERTICALELECTROLUXEFUP22P2HRGC_DF372DBB,CONGELADOR VERTICAL ELECTROLUX EFUP22P2HRG CYCLE DEFROST 212LT GRIS,1,unidades,1161.02,
10000505,GRABADORADEVOZSONYICDPX470DIGITALPORTATI_89913422,GRABADORA DE VOZ SONY ICD-PX470 DIGITAL PORTATIL CON USB DIRECTO MEMORIA INTERNA DE 4GB NEGRA,48,unidades,220.25,
10000506,RACKDECANASTILLAPARAPROYECTORALTO65A120C_368B5B6F,RACK DE CANASTILLA PARA PROYECTOR ALTO 65 A 120CM REGULABLE ANCHO DE 21.5 A 35.5CM PROFUNDIDAD 20CM INCLINACION 45° NEGR,153,unidades,83.9,
10000506,RACKPARABLURAYBRAZODE20CMANCHOMAX45CMANC_9CAF6B68,RACK PARA BLURAY BRAZO DE 20CM ANCHO MAX 45CM ANCHO MIN 28CM COLOR NEGRO,116,unidades,17.8,
10000507,RACKDEPAREDMOVILSOPORTEXLPA6590PARATVDE4_B8ABEA4B,RACK DE PARED MOVIL SOPORTEX LPA-6590 PARA TV DE 42” - 90” A 90” NEGRO,125,unidades,135.59,
10000508,PISTOLADECALORBOSCHGHG2063PROFESSIONAL20_A073A7CA,PISTOLA DE CALOR BOSCH GHG-20-63 PROFESSIONAL 2000W 220V,48,unidades,431.55,
10000508,AMOLADORABOSCHGWS9125S900W_BBC8F033,AMOLADORA BOSCH GWS 9-125 S 900W,8,unidades,311.12,
10000508,LIJADORAORBITALMAKITABO37101393X228MM_5530AE6D,LIJADORA ORBITAL MAKITA BO3710 1/3 (93 X 228 MM),24,unidades,301.08,
10000508,COMPRESORATRUPER11836HORIZONTALLUBRICADA_5D74A900,COMPRESORA TRUPER 11836 HORIZONTAL LUBRICADA 25L 3-1/2 HP 127V,5,unidades,547.97,
10000508,COMPRESORADEAIRETRUPER10174450LTENCOMBOC_65B37BFC,COMPRESORA DE AIRE TRUPER 101744 50LT EN COMBO CON MANGUERA Y PISTOLA PARA PINTAR,8,unidades,748.69,
10000508,TALADRODEBANCOKAILIKL832DE5834HP3320RPM_D94026A7,TALADRO DE BANCO KAILI KL832 DE 5/8” 3/4HP 3320RPM,8,unidades,1204.33,
10000508,ESMERILADORADEBANCOSTANLEYSTGB3715DE6DE1_435283A0,ESMERILADORA DE BANCO STANLEY STGB3715 DE 6” DE 1/2 HP 373W  152MM,8,unidades,330.97,
10000508,SIERRACINTADEMESATOTALTS7303015DE350W220_0AEA56B0,SIERRA CINTA DE MESA TOTAL TS730301-5 DE 350W 220V 60HHZ,8,unidades,853.07,
10000508,ATORNILLADORINALAMBRICOBOSCHGSB183LI18VC_B4A34949,ATORNILLADOR INALAMBRICO BOSCH GSB183LI 18V + CARGADOR + 2 BATERIAS + KIT DE ACCESORIOS DE 34 PIEZAS,24,unidades,517.86,
10000509,PROYECTORVIEWSONICVS19578LS740W1280X800F_E54827E4,PROYECTOR VIEWSONIC VS19578 LS740W 1280 X 800 FULL HD HDMI-USB,167,unidades,791.0,
10000509,ADAPTADORINALAMBRICOVIEWSONICVS19836WPD7_9D67D513,ADAPTADOR INALAMBRICO VIEWSONIC VS19836 WPD-700 PARA PROYECCION DE VIDEO,167,unidades,59.0,
10000509,PANTALLAINTERACTIVAVIEWBOARDIFP7533GDE75_8D9EE6D0,PANTALLA INTERACTIVA VIEWBOARD IFP7533-G DE 75” 4K,8,unidades,1400.0,
10000509,OPSVPCF5W55G12ACONRANURAPARAPANTALLAINTE_34242A7F,OPS VPCF5-W55-G1-2A CON RANURA PARA PANTALLA INTERACTIVA VIEWBOARD,8,unidades,590.0,
10000509,MODULOINALAMBRICOWIFIVIEWSONICVBWIFI004D_D41637B2,MODULO INALAMBRICO WI-FI VIEWSONIC VB-WIFI-004 DE DOBLE BAND OPCIONAL PARA PANTALLAS INTERACTIVAS VIEWBOARD,8,unidades,39.0,
10000510,MULTIMETROFLUKE117TRUERMS_A9965806,MULTIMETRO FLUKE 117 TRUE RMS,24,unidades,300.11,
10000511,PRENSADEPALANCAMANUALRSPRODE06T254844_EC729F60,"PRENSA DE PALANCA MANUAL RS PRO DE 0,6T 254-844",8,unidades,375.36,
10000512,REPRODUCTORBLURAYSONYBDPS3700CONWIFI_4F75A496,REPRODUCTOR BLU RAY SONY BDP-S3700 CON WIFI,116,unidades,541.53,
10000513,TABLETLENOVO127MEMORIA8GBRAMALMACENAMIEN_ACE5EF38,TABLET LENOVO 12.7” MEMORIA 8 GB RAM ALMACENAMIENTO 256GB,1,unidades,346.03,
10000514,PIZARRADIGITALINTERACTIVAPDI82168X120MTS_8C811119,PIZARRA DIGITAL INTERACTIVA PDI-82 1.68 X 1.20 MTS (PI-01),1,unidades,2711.86,
10000515,LICENCIAAUTOCADINCLUDINGSPECIALIZEDTOOLS_45390A78,LICENCIA AUTOCAD INCLUDING SPECIALIZED TOOLSET AD COMMERCIAL NEW SINGLE-USER ELD ANNUAL SUBSCRIPTION,1,unidades,1980.07,
10000516,BOTINDESEGURIDADDIELECTRIC0CONPUNTADECOM_FCF684C9,BOTIN DE SEGURIDAD DIELECTRIC0 CON PUNTA DE COMPOSITE T41,8,unidades,85.0,
10000516,BOTINDESEGURIDADDIELECTRIC0CONPUNTADECOM_4DC50937,BOTIN DE SEGURIDAD DIELECTRIC0 CON PUNTA DE COMPOSITE T42,8,unidades,85.0,
10000516,BOTINDESEGURIDADDIELECTRIC0CONPUNTADECOM_B0AB3E03,BOTIN DE SEGURIDAD DIELECTRIC0 CON PUNTA DE COMPOSITE T43,8,unidades,85.0,
10000516,BOTINDESEGURIDADDIELECTRICOCONPUNTADECOM_6F7CBC18,BOTIN DE SEGURIDAD DIELECTRICO CON PUNTA DE COMPOSITE T37,2,unidades,85.0,
10000516,BOTINDESEGURIDADDIELECTRICOCONPUNTADECOM_477F244D,BOTIN DE SEGURIDAD DIELECTRICO CON PUNTA DE COMPOSITE T38,2,unidades,85.0,
10000516,BOTINDESEGURIDADDIELECTRICOCONPUNTADECOM_7C450FB4,BOTIN DE SEGURIDAD DIELECTRICO CON PUNTA DE COMPOSITE T40,5,unidades,85.0,
10000516,CASCOTIPOJOCKEYCONSLOTFASTRACKDE4PUNTOSD_5042F5C3,CASCO TIPO JOCKEY CON SLOT FAS TRACK DE 4 PUNTOS DIELECTRICO AZUL,20,unidades,48.0,
10000516,CORTAVIENTOENDRILLANARANJADOPARAADOSARAL_A3AAB097,CORTA VIENTO EN DRILL ANARANJADO PARA ADOSAR AL CASCO DE SEG SEGURIDAD,20,unidades,9.0,
10000516,GUANTESDEPROTECCIONMECANICAANSELLHYFLEX1_752FF307,GUANTES DE PROTECCION MECANICA ANSELL HYFLEX 11-840,24,unidades,14.5,
10000516,LENTESDEPROTECCIONVISUALOSCUROSCONFILTRO_B6BC5DC9,LENTES DE PROTECCION VISUAL OSCUROS CON FILTRO UV400,12,unidades,5.0,
10000516,LENTESDEPROTECCIONVISUALTRANSPARENTESCON_9A524946,LENTES DE PROTECCION VISUAL TRANSPARENTES CON FILTRO UV400,18,unidades,5.0,
10000516,MASCARILLAKN95NEGRA_422AF8DD,MASCARILLA KN95 NEGRA,40,unidades,1.1,
10000516,TAPONESAUDITIVOSQUANTUMCJPLASTCINTURONLI_F8CA62B3,TAPONES AUDITIVOS QUANTUM CJ PLAST CINTURON LIBUS 26 DB CON CAJA PORTA TAPONES,24,unidades,2.5,
10000516,BARBIQUEJOCONMENTONERA_3D69980B,BARBIQUEJO CON MENTONERA,60,unidades,1.5,
10000516,SEÑALVERTICALDEPISOMOJADO_570C4F44,SEÑAL VERTICAL DE PISO MOJADO,2,unidades,39.0,
10000517,CASCOTIPOJOCKEYCONSLOTFASTRACKDE4PUNTOSD_3A49B2F0,CASCO TIPO JOCKEY CON SLOT FAS TRACK DE 4 PUNTOS DIELECTRICO BLANCO,15,unidades,55.0,
10000517,CASCOTIPOJOCKEYCONSLOTFASTRACKDE4PUNTOSD_5042F5C3,CASCO TIPO JOCKEY CON SLOT FAS TRACK DE 4 PUNTOS DIELECTRICO AZUL,20,unidades,55.0,
10000517,CHALECONARANJACONBANDASREFLECTIVASTALLAS_AE68D756,CHALECO NARANJA CON BANDAS REFLECTIVAS TALLA S,5,unidades,55.0,
10000517,CHALECONARANJACONBANDASREFLECTIVASTALLAM_C821EB62,CHALECO NARANJA CON BANDAS REFLECTIVAS TALLA M,12,unidades,55.0,
10000517,CHALECONARANJACONBANDASREFLECTIVASTALLAL_D343668A,CHALECO NARANJA CON BANDAS REFLECTIVAS TALLA L,15,unidades,55.0,
10000517,CHALECONARANJACONBANDASREFLECTIVASTALLAX_EAE5B205,CHALECO NARANJA CON BANDAS REFLECTIVAS TALLA XL,10,unidades,55.0,
10000517,PANTALONJEANAZULCONCINTAREFLECTIVATALLA3_5AF18D9B,PANTALON JEAN  AZUL CON CINTA REFLECTIVA TALLA 30,8,unidades,52.0,
10000517,PANTALONJEANAZULCONCINTAREFLECTIVATALLA3_AEEE4203,PANTALON JEAN  AZUL CON CINTA REFLECTIVA TALLA 32,12,unidades,52.0,
10000517,PANTALONJEANAZULCONCINTAREFLECTIVATALLA3_89ACDB4A,PANTALON JEAN  AZUL CON CINTA REFLECTIVA TALLA 34,12,unidades,52.0,
10000517,PANTALONJEANAZULCONCINTAREFLECTIVATALLA3_6FEE4056,PANTALON JEAN  AZUL CON CINTA REFLECTIVA TALLA 36,4,unidades,52.0,
10000517,POLOENALGODÓN201MANGALARGACOLORGRISTALLA_147E71EB,POLO EN ALGODÓN 20/1 MANGA LARGA COLOR GRIS TALLA M,30,unidades,26.0,
10000517,POLOENALGODÓN201MANGALARGACOLORGRISTALLA_7095FBA3,POLO EN ALGODÓN 20/1 MANGA LARGA COLOR GRIS TALLA L,30,unidades,26.0,
10000517,POLOENALGODÓN201MANGALARGACOLORGRISTALLA_50F7A48B,POLO EN ALGODÓN 20/1  MANGA LARGA COLOR GRIS TALLA XL,20,unidades,26.0,
10000518,CARRODECARGAPLEGABLESTANLEYSXWTDFT580PAR_D26DEF5F,CARRO DE CARGA PLEGABLE STANLEY SXWTD-FT580 PARA 70 KG,2,unidades,169.41,
10000518,CANDADOTRAVEXMULTIPUNTOSOXTDE50MM_D74A7B9F,CANDADO TRAVEX MULTIPUNTO SOXT DE 50MM,11,unidades,49.07,
10000518,PASACABLEBLANCODE60MM_1715752B,PASACABLE BLANCO DE 60MM,65,unidades,2.36,
10000519,FIREWALLFORTIGATE60F10XGERJ45PUERTOSINCL_66348470,"FIREWALL FORTIGATE 60F 10 X GE RJ45 PUERTOS (INCLUIDO 7 X INTERNAL PORTS, 2 X WAN PORTS 1 X DMZ PORT",1,unidades,384.94,
10000519,LICENCIAFORTIGATE60F1AÑOUNIFIEDTHREATPRO_C450AD47,"LICENCIA FORTIGATE 60F 1 AÑO UNIFIED THREAT PROTECTION UTP (IPS, ADVANCE MALWARE PROTECTION, ANTISPAM SERVICE)",1,unidades,413.53,
10000520,UPSAPCEASYSMV3000VAUNIVERSALOUTLET_4661BEC7,UPS APC EASY SMV 3000VA UNIVERSAL OUTLET,1,unidades,486.62,
10000521,TORNILOAUTORROSCANTEPANPHILIPS12X2_58EEBA5D,TORNILO AUTORROSCANTE PAN PHILIPS 12 X 2,1,unidades,0.11,
10000521,PERNOHEXAGONALDE1INOXIDABLEC304RCPI12X25_CD114780,PERNO HEXAGONAL DE 1” INOXIDABLE C-304 RC PI-12X25 C/T CON TUERCA INCLUIDA,1,unidades,2.56,
10000521,ARANDELAPLANAINOXIDABLEMC304M12PARAPERNO_D1059A05,ARANDELA PLANA INOXIDABLEM C-304 M12 PARA PERNO DE 1”,1,unidades,0.38,
10000522,ROTOMARTILLOINALAMBRICOBOSCHGBH180LIPROF_A04A36EA,ROTOMARTILLO INALAMBRICO BOSCH GBH180LI PROFESIONAL CON SDS PLUS INCLUYE 1 CARGADOR + 2 BATERIAS,2,unidades,1333.29,
10000522,NIVELPROFESIONALTRUPER14625MAGNETICODE18_61DD1916,NIVEL PROFESIONAL TRUPER 14625 MAGNETICO DE 18” CON PROTECCI TPR,3,unidades,47.48,
10000522,ESCALERADEALUMINIOTIPOTIJERADE10PASOSDOB_42B640AC,ESCALERA DE ALUMINIO TIPO TIJERA DE 10 PASOS DOBLE ACCESO CON FIBRA DE VIDRIO,1,unidades,922.2,
10000522,ESCALERADEALUMINIOTIPOTIJERADE5PASOSDOBL_4947297F,ESCALERA DE ALUMINIO TIPO TIJERA DE 5 PASOS DOBLE ACCESO FIBRA DE VIDRIO BRONCO AMERICAN,1,unidades,413.32,
10000522,MATRACADOBLECUADROSTRUPER1341338Y12_3E3DDB0C,MATRACA DOBLE CUADROS TRUPER 13413 3/8” Y 1/2”,2,unidades,72.22,
10000522,DADOLARGOTRUPER13773DE13MM6PUNTASCUADRO3_5754352E,DADO LARGO TRUPER 13773 DE 13MM 6 PUNTAS CUADRO 3/8”,2,unidades,7.78,
10000522,ATORNILLADORINALAMBRICOBOSCHGSR180LI18VC_950060B2,ATORNILLADOR INALAMBRICO BOSCH GSR180LI 18V + CARGADOR + 2 BATERIAS + KIT DE ACCESORIOS DE 34 PIEZAS,1,unidades,611.09,
10000522,WINCHADEMEDICIONTRUPER14582CONTRAIMPACTO_83AFDB97,WINCHA DE MEDICION TRUPER 14582 CONTRA IMPACTO X 10 MT,2,unidades,51.48,
10000522,LLAVECOMBINADAEXTRALARGATRUPER1561915MMX_829F4EA4,LLAVE COMBINADA EXTRALARGA TRUPER 15619 15MM X 230MM,4,unidades,15.42,
10000522,ALICATEUNIVERSALTRUPER17330DE8_FFED7C23,ALICATE UNIVERSAL TRUPER 17330 DE 8”,4,unidades,31.95,
10000522,MARTILLOCARPINTERODEMETALTRAMONTINA_4B7E6B48,MARTILLO CARPINTERO DE METAL TRAMONTINA,4,unidades,37.46,
10000522,DESARMADORESTRUPER14138S5UNIDADES_5DC566D7,DESARMADORES TRUPER 14138 S 5 UNIDADES,2,unidades,30.85,
10000523,PASACABLEBLANCODE60MM_1715752B,PASACABLE BLANCO DE 60MM,180,unidades,2.12,
10000523,PEGAMENTOAFRICANODE116_287F9530,PEGAMENTO AFRICANO DE 1/16,15,unidades,11.35,
10000524,PEGAMENTOAFRICANO14GALON_14FF02EA,PEGAMENTO AFRICANO 1/4 GALON,1,unidades,18.64,
10000525,CUBRECALZADODESCARTABLE_5ACDC9CA,CUBRECALZADO DESCARTABLE,100,unidades,0.1,
10000526,PASACABLEBLANCODE60MM_1715752B,PASACABLE BLANCO DE 60MM,33,unidades,2.36,
10000527,PARLANTEJBLEON7101300WCONBLUETOOTH_F5DB773F,PARLANTE JBL EON 710 1300W CON BLUETOOTH,23,unidades,630.56,
10000528,ECRANRETRACTILPRODIMER200X150MTSANTIREFL_2222A9BB,ECRAN RETRACTIL PRODIMER 2.00 X 1.50 MTS ANTIREFLEX (EC-01),55,unidades,296.6,
10000528,PIZARRADIGITALINTERACTIVAPDI82168X120MTS_8C811119,PIZARRA DIGITAL INTERACTIVA PDI-82 1.68 X 1.20 MTS (PI-01),14,unidades,2711.86,
10000528,PEDESTALSIMPLEMOVILPARAPIZARRAINTERACTIV_08532658,PEDESTAL SIMPLE MOVIL PARA PIZARRA INTERACTIVA RK-04 SIN BRAZO DE PROYECOR PARA PDI-82,14,unidades,508.47,
10000528,ECRANCONTRIPODEPRODIMERFIBRADEVIDRIO203X_CC90FE97,ECRAN CON TRIPODE PRODIMER FIBRA DE VIDRIO 2.03 X 1.52MTS ANTIREFLEX (EC-P),14,unidades,508.47,
10000528,ECRANRETRACTILPRODIMER180X180MTSANTIREFL_EA43F690,ECRAN RETRACTIL PRODIMER 1.80  X 1.80MTS ANTIREFLEX (EC-03),8,unidades,237.28,
10000528,ECRANRETRACTILPRODIMER400X305MTANTIREFLE_DF69F399,ECRAN RETRACTIL PRODIMER 4.00 X 3.05MT ANTIREFLEX (EC-200),5,unidades,1059.31,
10000528,ECRANRETRACTILPRODIMER244X183MTANTIREFLE_432B5266,ECRAN RETRACTIL PRODIMER 2.44 X 1.83MT ANTIREFLEX (EC-P),85,unidades,466.09,
10000529,TELEVISORTCL65C655SMARTTV65QLED4K3HDMI1U_3E053743,TELEVISOR TCL 65C655 SMART TV 65 “ QLED 4K 3 HDMI 1 USB WIFI BLUETOOTH GOOGLE TV,14,unidades,1592.37,
10000529,EQUIPODESONIDOLGRNC7XBOOM1000WBLUETOOTHU_39EF59A9,"EQUIPO DE SONIDO LG RNC7 XBOOM 1000W BLUETOOTH, USB, KARAOKE EFECTO DJ NEGRO",12,unidades,872.03,
10000529,FRIGOBARMABERMF04PRXOAUTOFROST220V60HZ_F2B0930E,FRIGOBAR MABE RMF04PRXO AUTOFROST 220V 60HZ,19,unidades,456.78,
10000529,HORNOMICROONDASELECTROLUXEMDO25S2GSRUG90_D12D05AC,HORNO MICROONDAS ELECTROLUX EMDO25S2GSRUG 900 W 25L PLATA,16,unidades,270.34,
10000530,TABOLACALDAELECTRICALICCNOXBA03LDE3BANDE_2545DD2C,"TABOLA CALDA ELECTRICA LICCNOX BA-03L DE 3 BANDEJAS LARGO 120CM X ANCHO 70CM + 0.30CM X ALTURA 90 CM + 45CM CUPULA DE VIDRIO
INCLUYE 6 BANDEJAS GASTRONIMICAS
0.52 X 0.32 X 0.15 CM
INCLUYE 6 TAPAS PARA BANDEJAS GASTRONOMICAS 
0.52 X 0.32 CM
TODO FABRICADO EN ACERO INOXIDABLE CALIDAD 304",2,unidades,5296.61,
10000531,CASAPREFABRICADADE300X300MTDEMATERIALAGL_763CBD5A,"CASA PREFABRICADA DE 3.00 X 3.00MT DE MATERIAL AGLOMERADO TECHO DE CALAMINON, PUERTA CON CHAPA, VENTANA CON VIDRIO",1,unidades,1440.68,
10000532,KITESMERILADORMULTIFUNCIONALDREMEL_33EF7E20,KIT ESMERILADOR MULTIFUNCIONAL DREMEL,1,unidades,9274.9,
10000533,ESCANER3DCREALITYFERRETSEPORTATIL_4A2A5ED2,ESCANER 3D CREALITY FERRET SE PORTATIL,8,unidades,1423.73,
10000534,PIROGRAFOTAKEMAZD972GDE27PUNTASINTERCAMB_192A3DA8,PIROGRAFO TAKEMA ZD-972G DE 27 PUNTAS INTERCAMBIABLES 10W/ 30W,48,unidades,72.03,
10000534,ESTACIONDESOLDADURAGOOTPX501_44E04B9F,ESTACION DE SOLDADURA GOOT PX-501,12,unidades,444.92,
10000535,CIZALLAFELLOWESELECTRONA4_F4AD2B25,CIZALLA FELLOWES ELECTRON A4,48,unidades,105.02,
10000536,GENERADORDEFUNCIONESARBITRARIASTEKTRONIX_D6C213C7,GENERADOR DE FUNCIONES ARBITRARIAS TEKTRONIX AFG1022 25MHZ,1,unidades,0.0,
10000537,GENERADORDEFUNCIONESARBITRARIASTEKTRONIX_D6C213C7,GENERADOR DE FUNCIONES ARBITRARIAS TEKTRONIX AFG1022 25MHZ,8,unidades,1842.7,
10000538,DUCHALAVAOJOSPORTAILCEG1005RAIDEACEROINO_F9355041,DUCHA LAVAOJOS PORTAIL CEG-1005-RAI DE ACERO INOXIDABLE,11,unidades,5720.34,
10000539,NOTEBOOKLENOVO21HE0010LMTHINKPADT14GEN41_9C03F6BB,NOTEBOOK LENOVO 21HE0010LM THINK PAD T14 GEN 4 14” 2.2K IPS CORE I7 -1355U 16GB DDR5-5200,1,unidades,1300.0,
10000540,SWITCHCISCOCATALYST9200L24PORTPOE4X10GNE_CFBFC726,"SWITCH CISCO CATALYST 9200L 24-PORT POE+, 4X 10G NETWORK ESSENTIALS",1,unidades,1681.74,
10000540,SNTC8X5XNBDCATALYST9200L24PORTPOE4X10GNE_8FE7B0CF,"SNTC-8X5XNBD CATALYST 9200L 24-PORT POE+, 4X10G, NE",1,unidades,972.11,
10000540,CABLEDEPODERNORTHAMERICAACTYPEA_C982036D,CABLE DE PODER NORTH AMERICA AC TYPE A,2,unidades,0.0,
10000540,UNIDADDEFUENTEDEALIMEN600WACCONFIG5POWER_C7117E1E,UNIDAD DE FUENTE DE ALIMEN600W AC CONFIG 5 POWER SUPPLY SECONDARY POWER SUPPLY,1,unidades,1235.97,
10000541,NOTEBOOKLENOVO82XQ00N6LMIDEAPADSLIM3R575_1C727E88,NOTEBOOK LENOVO 82XQ00N6LM IDEAPAD SLIM 3 R5 7520U 16GB 512G M.2 15.6” FREEDOS,1,unidades,364.13,
10000542,TRANSCEIVERCISCOSFP10GSR_3851A2C3,TRANSCEIVER CISCO SFP-10G-SR,6,unidades,95.0,
10000543,NOTEBOOKLENOVO82R400ACLMIDEAPAD115ALC716_35A23830,NOTEBOOK LENOVO 82R400ACLM IDEAPAD1 15ALC7 16GB 512GB SSD AMD RYZEN 7 5700U FHD 15.6” GRIS,1,unidades,391.04,
10000544,FLUORESCENTELED_2185BC37,FLUORESCENTE LED,1,unidades,59.24,
10000544,MESAPLEGABLEBLANCA150MTX070MTX074MT_AC41F7E6,MESA PLEGABLE BLANCA 1.50MT X 0.70MT X 0.74MT,3,unidades,126.27,
10000544,CANDADOFORTEDE50MM_3999713F,CANDADO FORTE DE 50MM,4,unidades,42.29,
10000544,ENCHUFELEVITON15A240VAMARILLO_15769765,ENCHUFE LEVITON 15A 240V AMARILLO,1,unidades,25.34,
10000544,SUPRESORDEPICOFORZAX6TOMASNEGRO_A66A4B83,SUPRESOR DE PICO FORZA X 6 TOMAS NEGRO,2,unidades,17.71,
10000544,BOTIQUINDEPRIMEROSAUXILIOSBASICO_21F50191,BOTIQUIN DE PRIMEROS AUXILIOS BASICO,1,unidades,14.32,
10000544,EXTENCIONBTICINOX3MTBLANCA_20EBF6C4,EXTENCION BTICINO X 3MT BLANCA,3,unidades,67.71,
10000544,EXTINTORDEPQSX6KG_D149908C,EXTINTOR DE PQS X 6KG,1,unidades,110.08,
10000544,CADENACROMADAX3MT_B36E592F,CADENA CROMADA X 3MT,12,unidades,50.76,
10000544,VENTILADORDEPISO_FC051CC8,VENTILADOR DE PISO,1,unidades,46.53,
10000545,DISCODUROKINGSTONXS1000SOLIDOEXTERNO1TBU_F2D2FA9E,DISCO DURO KINGSTON XS1000 SOLIDO EXTERNO 1TB USB 3.2 GEN2,1,unidades,60.0,
10000545,MONITORLENOVOTHINKVISIONS24I30238HDMIVGA_90F4515C,MONITOR LENOVO THINKVISION S24I-30 23.8” HDMI/VGA WLED IPS ANTI GLARE 100HZ,1,unidades,124.5,
10000546,LICENCIASOFTWAREANTIVIRUSESET2025_E30CFA46,LICENCIA SOFTWARE ANTIVIRUS ESET 2025,80,unidades,16.0,
10000546,LICENCIAANTIVIRUSESET2025WINDOWS1011_496F2663,LICENCIA ANTIVIRUS ESET 2025 WINDOWS 10 / 11,20,unidades,20.0,
10000546,LICENCIAOFFICE2016PROPERPETUA_B16C61E1,LICENCIA OFFICE 2016 PRO PERPETUA,20,unidades,199.0,
10000547,CABLEINDECONH90AMARILLOVERDEDE10MMX100MT_FB289747,CABLE INDECO NH-90 AMARILLO/VERDE DE 10MM X 100MT,1,unidades,550.85,
10000548,STOBOLT14X34_9E735818,STOBOLT 1/4 X 3/4,1,unidades,0.12,
10000549,REFRIGERADORASAMSUNGRT35DG5720S9PETOPFRE_484453AB,REFRIGERADORA SAMSUNG RT35DG5720S9PE TOP FREEZER  341L,3,unidades,1566.95,
10000550,CABLEHDMIDELCOM4KMDE5MT_9B350269,CABLE HDMI DELCOM 4K MDE 5MT,70,unidades,36.44,
10000551,TABLETLENOVOZAAF0072PETABM10HD3ERGEN101W_497E934E,TABLET LENOVO ZAAF0072PE TAB M10 HD (3ER GEN) 10.1” WUXGA 1920X1200 IPS 10 POINT MULTI TOUCH,48,unidades,119.0,
10000552,VISICOOLERVENTUSLG220LEDDE220LTCON1PUERT_F19134A2,VISICOOLER VENTUS LG-220LED DE 220LT CON 1 PUERTA,2,unidades,1270.34,
10000553,MICROFONOCONDENSADORPROFESIONALBM858BP_45E2BE13,MICROFONO CONDENSADOR PROFESIONAL BM858BP,12,unidades,79.32,
10000554,KITDEILUMINACIONSOFTBOXLEDFYI260018YPARA_949BD5F3,KIT DE ILUMINACION SOFTBOX LED FYI260018 Y PARANTES PROFESIONAL,4,unidades,327.12,
10000555,TORNODEMADERACXRCY12X186503800RPM34HP_AA4AD8B7,TORNO DE MADERA CXRCY 12” X 18” 650-3800 RPM 3/4 HP,8,unidades,844.89,
10000556,FUENTEDEALIMENTACIONBKPRECISION1745A_7B64242F,FUENTE DE ALIMENTACION BK PRECISION 1745A,8,unidades,1460.53,
10000557,TARUGODEPVCNARANJADE38_DD51DA4B,TARUGO DE PVC NARANJA DE 3/8,3,unidades,31.64,
10000557,TORNILOAUTORROSCANTEPANPHILIPS12X2_58EEBA5D,TORNILO AUTORROSCANTE PAN PHILIPS 12 X 2,1,unidades,0.14,
10000558,AMBIENTADORENSPRAYX360ML_2A517233,AMBIENTADOR EN SPRAY X 360 ML,12,unidades,6.51,
10000558,BOLSAPLASTICANEGRA20X30X100_69BB8463,BOLSA PLASTICA NEGRA 20 X 30 X 100,6,unidades,10.51,
10000558,CREMALIMPIADORAPARACUEROX650ML_392A36E4,CREMA LIMPIADORA PARA CUERO X 650 ML,2,unidades,15.78,
10000558,CREMAMULTIUSOORIGINALCIFX750ML_B1BD06CF,CREMA MULTIUSO ORIGINAL CIF X 750 ML,2,unidades,15.12,
10000558,ESCOBADEPLASTICO_165872E4,ESCOBA DE PLASTICO,6,unidades,15.78,
10000558,ESPONJAVERDECONESPONJAAMARILLA_A9026721,ESPONJA VERDE CON ESPONJA AMARILLA,12,unidades,5.26,
10000558,FRANELADEMICROFIBRA40X50CM_21EA68E6,FRANELA DE MICROFIBRA 40 X 50 CM,6,unidades,3.95,
10000558,GUANTESDELATEXPARAMANO_0598DDE3,GUANTES DE LATEX PARA MANO,2,unidades,11.17,
10000558,JABONLIQUIDOANTIBACTERIALX4LITROS_01510176,JABON LIQUIDO ANTIBACTERIAL X 4 LITROS,2,unidades,14.46,
10000558,LAVAVAJILLASLIQUIDOX900ML_F7A29B73,LAVAVAJILLAS LIQUIDO X 900 ML,10,unidades,16.62,
10000558,LEJIAX4LITROS_9726445E,LEJIA X 4 LITROS,1,unidades,10.52,
10000558,LIMPIATODOX5LITROS_D0730128,LIMPIATODO X 5 LITROS,2,unidades,22.35,
10000558,PAÑOSAMARILLOSABSORVENTEPARASECADO_69A48CF9,PAÑOS AMARILLOS ABSORVENTE PARA SECADO,2,unidades,19.73,
10000558,SERVILLETASDOBLADASX100_C87E7ECA,SERVILLETAS DOBLADAS X 100,2,unidades,6.58,
10000558,RECOGEDORDEPLASTICO_5051CC1D,RECOGEDOR DE PLASTICO,6,unidades,10.52,
10000558,BOLSAPLASTICANEGRADE140LDE2MICRASCONFUEL_475AC159,BOLSA PLASTICA NEGRA DE 140L DE 2 MICRAS CON FUELLE X 100,6,unidades,65.07,
10000558,PLUMERODETELA_26F23C5A,PLUMERO DE TELA,1,unidades,5.26,
